,model,environment,episode,round,state,action,reward,done
44,QLearningCS,MountainCar-v0,0,44,[-0.5099627   0.00253564],0,-1.0,False
45,QLearningCS,MountainCar-v0,0,45,[-0.50852925  0.0014334 ],2,-1.0,False
46,QLearningCS,MountainCar-v0,0,46,[-0.50620884  0.00232042],1,-1.0,False
47,QLearningCS,MountainCar-v0,0,47,[-0.5040188   0.00219005],0,-1.0,False
48,QLearningCS,MountainCar-v0,0,48,[-0.5029755   0.00104329],2,-1.0,False
49,QLearningCS,MountainCar-v0,0,49,[-0.50108683  0.00188871],1,-1.0,False
50,QLearningCS,MountainCar-v0,0,50,[-0.49936682  0.00172   ],0,-1.0,False
51,QLearningCS,MountainCar-v0,0,51,[-0.49882838  0.00053842],1,-1.0,False
52,QLearningCS,MountainCar-v0,0,52,[-4.9847558e-01  3.5281148e-04],2,-1.0,False
53,QLearningCS,MountainCar-v0,0,53,[-0.49731103  0.00116457],0,-1.0,False
54,QLearningCS,MountainCar-v0,0,54,[-4.9734339e-01 -3.2388038e-05],1,-1.0,False
55,QLearningCS,MountainCar-v0,0,55,[-4.9757251e-01 -2.2909978e-04],2,-1.0,False
56,QLearningCS,MountainCar-v0,0,56,[-0.4969966  0.0005759],0,-1.0,False
57,QLearningCS,MountainCar-v0,0,57,[-0.49762002 -0.0006234 ],1,-1.0,False
58,QLearningCS,MountainCar-v0,0,58,[-0.49843806 -0.00081805],0,-1.0,False
59,QLearningCS,MountainCar-v0,0,59,[-0.50044465 -0.00200657],2,-1.0,False
60,QLearningCS,MountainCar-v0,0,60,[-0.5016247  -0.00118009],1,-1.0,False
61,QLearningCS,MountainCar-v0,0,61,[-0.5029695  -0.00134478],0,-1.0,False
62,QLearningCS,MountainCar-v0,0,62,[-0.5054689 -0.0024994],2,-1.0,False
63,QLearningCS,MountainCar-v0,0,63,[-0.5071042 -0.0016353],1,-1.0,False
64,QLearningCS,MountainCar-v0,0,64,[-0.50886315 -0.00175896],0,-1.0,False
65,QLearningCS,MountainCar-v0,0,65,[-0.5117326  -0.00286944],2,-1.0,False
66,QLearningCS,MountainCar-v0,0,66,[-0.513691   -0.00195842],1,-1.0,False
67,QLearningCS,MountainCar-v0,0,67,[-0.51572376 -0.00203272],0,-1.0,False
68,QLearningCS,MountainCar-v0,0,68,[-0.5188155  -0.00309178],2,-1.0,False
69,QLearningCS,MountainCar-v0,0,69,[-0.52094316 -0.00212765],0,-1.0,False
70,QLearningCS,MountainCar-v0,0,70,[-0.5240907  -0.00314757],2,-1.0,False
71,QLearningCS,MountainCar-v0,0,71,[-0.5262346  -0.00214388],1,-1.0,False
72,QLearningCS,MountainCar-v0,0,72,[-0.5283587  -0.00212411],0,-1.0,False
73,QLearningCS,MountainCar-v0,0,73,[-0.5314471  -0.00308841],0,-1.0,False
74,QLearningCS,MountainCar-v0,0,74,[-0.5354767  -0.00402955],1,-1.0,False
75,QLearningCS,MountainCar-v0,0,75,[-0.53941715 -0.00394049],2,-1.0,False
76,QLearningCS,MountainCar-v0,0,76,[-0.54223907 -0.00282189],0,-1.0,False
77,QLearningCS,MountainCar-v0,0,77,[-0.5459212  -0.00368216],1,-1.0,False
78,QLearningCS,MountainCar-v0,0,78,[-0.5494361  -0.00351487],1,-1.0,False
79,QLearningCS,MountainCar-v0,0,79,[-0.5527574  -0.00332129],1,-1.0,False
80,QLearningCS,MountainCar-v0,0,80,[-0.5558602  -0.00310287],2,-1.0,False
81,QLearningCS,MountainCar-v0,0,81,[-0.55772156 -0.00186129],0,-1.0,False
82,QLearningCS,MountainCar-v0,0,82,[-0.56032735 -0.00260582],1,-1.0,False
83,QLearningCS,MountainCar-v0,0,83,[-0.56265825 -0.00233091],1,-1.0,False
84,QLearningCS,MountainCar-v0,0,84,[-0.5646969  -0.00203863],1,-1.0,False
85,QLearningCS,MountainCar-v0,0,85,[-0.56642807 -0.00173118],2,-1.0,False
86,QLearningCS,MountainCar-v0,0,86,[-5.668389e-01 -4.108413e-04],0,-1.0,False
87,QLearningCS,MountainCar-v0,0,87,[-0.56792635 -0.00108745],1,-1.0,False
88,QLearningCS,MountainCar-v0,0,88,[-0.5686823  -0.00075597],2,-1.0,False
89,QLearningCS,MountainCar-v0,0,89,[-0.5681012   0.00058113],1,-1.0,False
90,QLearningCS,MountainCar-v0,0,90,[-0.5671873  0.0009139],2,-1.0,False
91,QLearningCS,MountainCar-v0,0,91,[-0.5649474   0.00223989],0,-1.0,False
92,QLearningCS,MountainCar-v0,0,92,[-0.56339824  0.00154921],1,-1.0,False
93,QLearningCS,MountainCar-v0,0,93,[-0.5615512   0.00184699],2,-1.0,False
94,QLearningCS,MountainCar-v0,0,94,[-0.5584202   0.00313102],0,-1.0,False
95,QLearningCS,MountainCar-v0,0,95,[-0.5560285   0.00239171],2,-1.0,False
96,QLearningCS,MountainCar-v0,0,96,[-0.552394    0.00363455],0,-1.0,False
97,QLearningCS,MountainCar-v0,0,97,[-0.5495437   0.00285024],2,-1.0,False
98,QLearningCS,MountainCar-v0,0,98,[-0.5454991   0.00404463],1,-1.0,False
99,QLearningCS,MountainCar-v0,0,99,[-0.5412903   0.00420877],1,-1.0,False
100,QLearningCS,MountainCar-v0,0,100,[-0.5369489   0.00434139],0,-1.0,False
101,QLearningCS,MountainCar-v0,0,101,[-0.5335074   0.00344149],1,-1.0,False
102,QLearningCS,MountainCar-v0,0,102,[-0.5299916  0.0035158],0,-1.0,False
103,QLearningCS,MountainCar-v0,0,103,[-0.5274279   0.00256374],2,-1.0,False
104,QLearningCS,MountainCar-v0,0,104,[-0.5238354   0.00359246],0,-1.0,False
105,QLearningCS,MountainCar-v0,0,105,[-0.5212412   0.00259423],1,-1.0,False
106,QLearningCS,MountainCar-v0,0,106,[-0.51866466  0.00257655],2,-1.0,False
107,QLearningCS,MountainCar-v0,0,107,[-0.5151251   0.00353954],2,-1.0,False
108,QLearningCS,MountainCar-v0,0,108,[-0.5106491  0.004476 ],2,-1.0,False
109,QLearningCS,MountainCar-v0,0,109,[-0.5052702  0.0053789],0,-1.0,False
110,QLearningCS,MountainCar-v0,0,110,[-0.5010287   0.00424151],1,-1.0,False
111,QLearningCS,MountainCar-v0,0,111,[-0.49695635  0.00407236],1,-1.0,False
112,QLearningCS,MountainCar-v0,0,112,[-0.4930836   0.00387275],1,-1.0,False
113,QLearningCS,MountainCar-v0,0,113,[-0.48943937  0.00364421],2,-1.0,False
114,QLearningCS,MountainCar-v0,0,114,[-0.48505092  0.00438846],0,-1.0,False
115,QLearningCS,MountainCar-v0,0,115,[-0.4819509  0.0031   ],0,-1.0,False
116,QLearningCS,MountainCar-v0,0,116,[-0.48016247  0.00178845],0,-1.0,False
117,QLearningCS,MountainCar-v0,0,117,[-4.7969887e-01  4.6359919e-04],0,-1.0,False
118,QLearningCS,MountainCar-v0,0,118,[-0.48056355 -0.0008647 ],1,-1.0,False
119,QLearningCS,MountainCar-v0,0,119,[-0.48175013 -0.00118657],2,-1.0,False
120,QLearningCS,MountainCar-v0,0,120,[-0.48224974 -0.00049961],0,-1.0,False
121,QLearningCS,MountainCar-v0,0,121,[-0.48405868 -0.00180893],1,-1.0,False
122,QLearningCS,MountainCar-v0,0,122,[-0.48616347 -0.00210479],0,-1.0,False
123,QLearningCS,MountainCar-v0,0,123,[-0.48954841 -0.00338496],2,-1.0,False
124,QLearningCS,MountainCar-v0,0,124,[-0.4921883 -0.0026399],0,-1.0,False
125,QLearningCS,MountainCar-v0,0,125,[-0.49606344 -0.00387513],2,-1.0,False
126,QLearningCS,MountainCar-v0,0,126,[-0.49914485 -0.00308141],0,-1.0,False
127,QLearningCS,MountainCar-v0,0,127,[-0.5034095  -0.00426465],2,-1.0,False
128,QLearningCS,MountainCar-v0,0,128,[-0.50682545 -0.00341597],0,-1.0,False
129,QLearningCS,MountainCar-v0,0,129,[-0.5113672  -0.00454172],1,-1.0,False
130,QLearningCS,MountainCar-v0,0,130,[-0.5160006  -0.00463344],2,-1.0,False
131,QLearningCS,MountainCar-v0,0,131,[-0.51969105 -0.00369042],0,-1.0,False
132,QLearningCS,MountainCar-v0,0,132,[-0.5244108  -0.00471972],2,-1.0,False
133,QLearningCS,MountainCar-v0,0,133,[-0.5281244  -0.00371363],0,-1.0,False
134,QLearningCS,MountainCar-v0,0,134,[-0.5328041  -0.00467969],0,-1.0,False
135,QLearningCS,MountainCar-v0,0,135,[-0.5384148  -0.00561066],0,-1.0,False
136,QLearningCS,MountainCar-v0,0,136,[-0.54491436 -0.00649958],1,-1.0,False
137,QLearningCS,MountainCar-v0,0,137,[-0.55125415 -0.00633982],1,-1.0,False
138,QLearningCS,MountainCar-v0,0,138,[-0.5573868  -0.00613264],1,-1.0,False
139,QLearningCS,MountainCar-v0,0,139,[-0.56326646 -0.00587967],1,-1.0,False
140,QLearningCS,MountainCar-v0,0,140,[-0.5688493  -0.00558286],1,-1.0,False
141,QLearningCS,MountainCar-v0,0,141,[-0.5740939  -0.00524452],0,-1.0,False
142,QLearningCS,MountainCar-v0,0,142,[-0.5799611  -0.00586726],0,-1.0,False
143,QLearningCS,MountainCar-v0,0,143,[-0.58640766 -0.00644655],0,-1.0,False
144,QLearningCS,MountainCar-v0,0,144,[-0.59338593 -0.00697827],0,-1.0,False
145,QLearningCS,MountainCar-v0,0,145,[-0.6008446  -0.00745868],0,-1.0,False
146,QLearningCS,MountainCar-v0,0,146,[-0.6087291  -0.00788451],0,-1.0,False
147,QLearningCS,MountainCar-v0,0,147,[-0.61698204 -0.00825295],0,-1.0,False
148,QLearningCS,MountainCar-v0,0,148,[-0.6255438 -0.0085617],0,-1.0,False
149,QLearningCS,MountainCar-v0,0,149,[-0.63435274 -0.00880897],0,-1.0,False
150,QLearningCS,MountainCar-v0,0,150,[-0.64334625 -0.00899352],0,-1.0,False
151,QLearningCS,MountainCar-v0,0,151,[-0.6524609  -0.00911461],0,-1.0,False
152,QLearningCS,MountainCar-v0,0,152,[-0.6616329  -0.00917203],0,-1.0,False
153,QLearningCS,MountainCar-v0,0,153,[-0.670799   -0.00916611],0,-1.0,False
154,QLearningCS,MountainCar-v0,0,154,[-0.67989665 -0.00909765],2,-1.0,False
155,QLearningCS,MountainCar-v0,0,155,[-0.68686455 -0.0069679 ],1,-1.0,False
156,QLearningCS,MountainCar-v0,0,156,[-0.69265634 -0.00579178],1,-1.0,False
157,QLearningCS,MountainCar-v0,0,157,[-0.69723386 -0.00457751],2,-1.0,False
158,QLearningCS,MountainCar-v0,0,158,[-0.6995672  -0.00233335],1,-1.0,False
159,QLearningCS,MountainCar-v0,0,159,[-0.7006412  -0.00107403],0,-1.0,False
160,QLearningCS,MountainCar-v0,0,160,[-0.701449   -0.00080777],2,-1.0,False
161,QLearningCS,MountainCar-v0,0,161,[-0.69998527  0.00146371],1,-1.0,False
162,QLearningCS,MountainCar-v0,0,162,[-0.69725955  0.00272573],0,-1.0,False
163,QLearningCS,MountainCar-v0,0,163,[-0.69428945  0.00297007],2,-1.0,False
164,QLearningCS,MountainCar-v0,0,164,[-0.6890944   0.00519503],1,-1.0,False
165,QLearningCS,MountainCar-v0,0,165,[-0.68270856  0.00638588],0,-1.0,False
166,QLearningCS,MountainCar-v0,0,166,[-0.67617416  0.0065344 ],2,-1.0,False
167,QLearningCS,MountainCar-v0,0,167,[-0.667535    0.00863917],0,-1.0,False
168,QLearningCS,MountainCar-v0,0,168,[-0.65884954  0.00868546],0,-1.0,False
169,QLearningCS,MountainCar-v0,0,169,[-0.6501773   0.00867223],2,-1.0,False
170,QLearningCS,MountainCar-v0,0,170,[-0.6395784   0.01059892],0,-1.0,False
171,QLearningCS,MountainCar-v0,0,171,[-0.6291271   0.01045132],1,-1.0,False
172,QLearningCS,MountainCar-v0,0,172,[-0.61789745  0.01122963],0,-1.0,False
173,QLearningCS,MountainCar-v0,0,173,[-0.60696995  0.01092747],0,-1.0,False
174,QLearningCS,MountainCar-v0,0,174,[-0.5964237   0.01054626],1,-1.0,False
175,QLearningCS,MountainCar-v0,0,175,[-0.5853356   0.01108811],0,-1.0,False
176,QLearningCS,MountainCar-v0,0,176,[-0.5747871   0.01054849],2,-1.0,False
177,QLearningCS,MountainCar-v0,0,177,[-0.5628562  0.0119309],2,-1.0,False
178,QLearningCS,MountainCar-v0,0,178,[-0.54963154  0.01322465],1,-1.0,False
179,QLearningCS,MountainCar-v0,0,179,[-0.53621185  0.0134197 ],0,-1.0,False
180,QLearningCS,MountainCar-v0,0,180,[-0.52369756  0.01251427],1,-1.0,False
181,QLearningCS,MountainCar-v0,0,181,[-0.51118255  0.01251501],1,-1.0,False
182,QLearningCS,MountainCar-v0,0,182,[-0.49876064  0.01242191],1,-1.0,False
183,QLearningCS,MountainCar-v0,0,183,[-0.48652485  0.0122358 ],1,-1.0,False
184,QLearningCS,MountainCar-v0,0,184,[-0.47456655  0.01195832],1,-1.0,False
185,QLearningCS,MountainCar-v0,0,185,[-0.46297464  0.0115919 ],1,-1.0,False
186,QLearningCS,MountainCar-v0,0,186,[-0.45183492  0.01113972],1,-1.0,False
187,QLearningCS,MountainCar-v0,0,187,[-0.44122925  0.01060564],1,-1.0,False
188,QLearningCS,MountainCar-v0,0,188,[-0.43123513  0.00999414],1,-1.0,False
189,QLearningCS,MountainCar-v0,0,189,[-0.4219249   0.00931024],1,-1.0,False
190,QLearningCS,MountainCar-v0,0,190,[-0.41336542  0.00855946],1,-1.0,False
191,QLearningCS,MountainCar-v0,0,191,[-0.40561774  0.00774769],1,-1.0,False
192,QLearningCS,MountainCar-v0,0,192,[-0.39873654  0.0068812 ],1,-1.0,False
193,QLearningCS,MountainCar-v0,0,193,[-0.39277005  0.00596648],1,-1.0,False
194,QLearningCS,MountainCar-v0,0,194,[-0.3877598   0.00501026],1,-1.0,False
195,QLearningCS,MountainCar-v0,0,195,[-0.38374037  0.00401943],2,-1.0,False
196,QLearningCS,MountainCar-v0,0,196,[-0.37973937  0.004001  ],1,-1.0,False
197,QLearningCS,MountainCar-v0,0,197,[-0.37678412  0.00295524],0,-1.0,False
198,QLearningCS,MountainCar-v0,0,198,[-0.37589473  0.00088939],2,-1.0,False
199,QLearningCS,MountainCar-v0,0,199,[-0.37507722  0.0008175 ],1,-1.0,False
200,QLearningCS,MountainCar-v0,0,200,[-3.7533715e-01 -2.5991444e-04],0,-1.0,False
201,QLearningCS,MountainCar-v0,0,201,[-0.37767273 -0.00233557],2,-1.0,False
202,QLearningCS,MountainCar-v0,0,202,[-0.38006812 -0.00239539],0,-1.0,False
203,QLearningCS,MountainCar-v0,0,203,[-0.38450703 -0.00443892],2,-1.0,False
204,QLearningCS,MountainCar-v0,0,204,[-0.3889591  -0.00445209],1,-1.0,False
205,QLearningCS,MountainCar-v0,0,205,[-0.39439377 -0.00543466],0,-1.0,False
206,QLearningCS,MountainCar-v0,0,206,[-0.4017734  -0.00737961],2,-1.0,False
207,QLearningCS,MountainCar-v0,0,207,[-0.40904647 -0.00727309],1,-1.0,False
208,QLearningCS,MountainCar-v0,0,208,[-0.4171619  -0.00811543],1,-1.0,False
209,QLearningCS,MountainCar-v0,0,209,[-0.4260621  -0.00890021],1,-1.0,False
210,QLearningCS,MountainCar-v0,0,210,[-0.43568346 -0.00962134],1,-1.0,False
211,QLearningCS,MountainCar-v0,0,211,[-0.44595653 -0.01027308],1,-1.0,False
212,QLearningCS,MountainCar-v0,0,212,[-0.4568067  -0.01085015],2,-1.0,False
213,QLearningCS,MountainCar-v0,0,213,[-0.46715444 -0.01034774],1,-1.0,False
214,QLearningCS,MountainCar-v0,0,214,[-0.47792348 -0.01076906],0,-1.0,False
215,QLearningCS,MountainCar-v0,0,215,[-0.49003404 -0.01211055],1,-1.0,False
216,QLearningCS,MountainCar-v0,0,216,[-0.50239587 -0.01236186],1,-1.0,False
217,QLearningCS,MountainCar-v0,0,217,[-0.51491666 -0.01252078],1,-1.0,False
218,QLearningCS,MountainCar-v0,0,218,[-0.52750254 -0.01258588],1,-1.0,False
219,QLearningCS,MountainCar-v0,0,219,[-0.54005915 -0.01255661],1,-1.0,False
220,QLearningCS,MountainCar-v0,0,220,[-0.5524924 -0.0124332],1,-1.0,False
221,QLearningCS,MountainCar-v0,0,221,[-0.5647091  -0.01221677],1,-1.0,False
222,QLearningCS,MountainCar-v0,0,222,[-0.5766184  -0.01190923],0,-1.0,False
223,QLearningCS,MountainCar-v0,0,223,[-0.5891316  -0.01251325],0,-1.0,False
224,QLearningCS,MountainCar-v0,0,224,[-0.6021565  -0.01302492],0,-1.0,False
225,QLearningCS,MountainCar-v0,0,225,[-0.6155977  -0.01344117],0,-1.0,False
226,QLearningCS,MountainCar-v0,0,226,[-0.62935764 -0.01375991],0,-1.0,False
227,QLearningCS,MountainCar-v0,0,227,[-0.64333755 -0.01397996],0,-1.0,False
228,QLearningCS,MountainCar-v0,0,228,[-0.6574387 -0.0141011],2,-1.0,False
229,QLearningCS,MountainCar-v0,0,229,[-0.66956276 -0.01212406],0,-1.0,False
230,QLearningCS,MountainCar-v0,0,230,[-0.68162674 -0.01206398],1,-1.0,False
231,QLearningCS,MountainCar-v0,0,231,[-0.6925494  -0.01092267],1,-1.0,False
232,QLearningCS,MountainCar-v0,0,232,[-0.7022585  -0.00970911],2,-1.0,False
233,QLearningCS,MountainCar-v0,0,233,[-0.7096909 -0.0074324],1,-1.0,False
234,QLearningCS,MountainCar-v0,0,234,[-0.715799   -0.00610809],2,-1.0,False
235,QLearningCS,MountainCar-v0,0,235,[-0.7195441  -0.00374514],2,-1.0,False
236,QLearningCS,MountainCar-v0,0,236,[-0.72090286 -0.00135874],1,-1.0,False
237,QLearningCS,MountainCar-v0,0,237,[-7.2086674e-01  3.6134195e-05],0,-1.0,False
238,QLearningCS,MountainCar-v0,0,238,[-7.2043598e-01  4.3078174e-04],2,-1.0,False
239,QLearningCS,MountainCar-v0,0,239,[-0.7176132   0.00282275],1,-1.0,False
240,QLearningCS,MountainCar-v0,0,240,[-0.7134161   0.00419708],0,-1.0,False
241,QLearningCS,MountainCar-v0,0,241,[-0.7088711  0.004545 ],2,-1.0,False
242,QLearningCS,MountainCar-v0,0,242,[-0.70200706  0.0068641 ],1,-1.0,False
243,QLearningCS,MountainCar-v0,0,243,[-0.69386786  0.00813918],0,-1.0,False
244,QLearningCS,MountainCar-v0,0,244,[-0.68550646  0.00836139],2,-1.0,False
245,QLearningCS,MountainCar-v0,0,245,[-0.67497796  0.01052851],0,-1.0,False
246,QLearningCS,MountainCar-v0,0,246,[-0.6643527   0.01062523],1,-1.0,False
247,QLearningCS,MountainCar-v0,0,247,[-0.6527029   0.01164979],0,-1.0,False
248,QLearningCS,MountainCar-v0,0,248,[-0.6411089   0.01159404],0,-1.0,False
249,QLearningCS,MountainCar-v0,0,249,[-0.62965167  0.01145722],2,-1.0,False
250,QLearningCS,MountainCar-v0,0,250,[-0.6164124   0.01323927],0,-1.0,False
251,QLearningCS,MountainCar-v0,0,251,[-0.603486    0.01292641],0,-1.0,False
252,QLearningCS,MountainCar-v0,0,252,[-0.59096617  0.01251985],1,-1.0,False
253,QLearningCS,MountainCar-v0,0,253,[-0.57794446  0.01302167],0,-1.0,False
254,QLearningCS,MountainCar-v0,0,254,[-0.565517    0.01242746],2,-1.0,False
255,QLearningCS,MountainCar-v0,0,255,[-0.551776    0.01374102],1,-1.0,False
256,QLearningCS,MountainCar-v0,0,256,[-0.5378239  0.0139521],1,-1.0,False
257,QLearningCS,MountainCar-v0,0,257,[-0.52376515  0.01405875],2,-1.0,False
258,QLearningCS,MountainCar-v0,0,258,[-0.50870514  0.01506   ],2,-1.0,False
259,QLearningCS,MountainCar-v0,0,259,[-0.4927568   0.01594833],2,-1.0,False
260,QLearningCS,MountainCar-v0,0,260,[-0.47603947  0.01671735],2,-1.0,False
261,QLearningCS,MountainCar-v0,0,261,[-0.4586776   0.01736186],2,-1.0,False
262,QLearningCS,MountainCar-v0,0,262,[-0.44079956  0.01787803],2,-1.0,False
263,QLearningCS,MountainCar-v0,0,263,[-0.42253616  0.0182634 ],2,-1.0,False
264,QLearningCS,MountainCar-v0,0,264,[-0.40401918  0.01851699],2,-1.0,False
265,QLearningCS,MountainCar-v0,0,265,[-0.38537994  0.01863926],2,-1.0,False
266,QLearningCS,MountainCar-v0,0,266,[-0.36674786  0.01863207],0,-1.0,False
267,QLearningCS,MountainCar-v0,0,267,[-0.35024923  0.01649862],0,-1.0,False
268,QLearningCS,MountainCar-v0,0,268,[-0.33599293  0.01425631],0,-1.0,False
269,QLearningCS,MountainCar-v0,0,269,[-0.32407054  0.01192239],0,-1.0,False
270,QLearningCS,MountainCar-v0,0,270,[-0.31455684  0.0095137 ],2,-1.0,False
271,QLearningCS,MountainCar-v0,0,271,[-0.3055102   0.00904665],1,-1.0,False
272,QLearningCS,MountainCar-v0,0,272,[-0.297985    0.00752521],2,-1.0,False
273,QLearningCS,MountainCar-v0,0,273,[-0.2910256   0.00695937],2,-1.0,False
274,QLearningCS,MountainCar-v0,0,274,[-0.2846724   0.00635319],1,-1.0,False
275,QLearningCS,MountainCar-v0,0,275,[-0.27996162  0.0047108 ],1,-1.0,False
276,QLearningCS,MountainCar-v0,0,276,[-0.2769197   0.00304192],0,-1.0,False
277,QLearningCS,MountainCar-v0,0,277,[-0.27656356  0.00035614],2,-1.0,False
278,QLearningCS,MountainCar-v0,0,278,[-0.2768952  -0.00033162],0,-1.0,False
279,QLearningCS,MountainCar-v0,0,279,[-0.27991274 -0.00301755],1,-1.0,False
280,QLearningCS,MountainCar-v0,0,280,[-0.28459942 -0.00468669],2,-1.0,False
281,QLearningCS,MountainCar-v0,0,281,[-0.28992894 -0.00532951],0,-1.0,False
282,QLearningCS,MountainCar-v0,0,282,[-0.2978709  -0.00794198],2,-1.0,False
283,QLearningCS,MountainCar-v0,0,283,[-0.30637938 -0.00850848],0,-1.0,False
284,QLearningCS,MountainCar-v0,0,284,[-0.31740412 -0.01102474],2,-1.0,False
285,QLearningCS,MountainCar-v0,0,285,[-0.32887858 -0.01147445],0,-1.0,False
286,QLearningCS,MountainCar-v0,0,286,[-0.34273177 -0.0138532 ],2,-1.0,False
287,QLearningCS,MountainCar-v0,0,287,[-0.3568759  -0.01414411],0,-1.0,False
288,QLearningCS,MountainCar-v0,0,288,[-0.37321892 -0.01634304],2,-1.0,False
289,QLearningCS,MountainCar-v0,0,289,[-0.38965195 -0.01643302],0,-1.0,False
290,QLearningCS,MountainCar-v0,0,290,[-0.40806276 -0.01841081],2,-1.0,False
291,QLearningCS,MountainCar-v0,0,291,[-0.42632285 -0.01826008],2,-1.0,False
292,QLearningCS,MountainCar-v0,0,292,[-0.44430217 -0.01797934],2,-1.0,False
293,QLearningCS,MountainCar-v0,0,293,[-0.46187064 -0.01756847],2,-1.0,False
294,QLearningCS,MountainCar-v0,0,294,[-0.47889942 -0.01702879],2,-1.0,False
295,QLearningCS,MountainCar-v0,0,295,[-0.49526247 -0.01636303],0,-1.0,False
296,QLearningCS,MountainCar-v0,0,296,[-0.51283777 -0.01757529],0,-1.0,False
297,QLearningCS,MountainCar-v0,0,297,[-0.5314937  -0.01865599],0,-1.0,False
298,QLearningCS,MountainCar-v0,0,298,[-0.55109054 -0.01959678],2,-1.0,False
299,QLearningCS,MountainCar-v0,0,299,[-0.5694814  -0.01839083],2,-1.0,False
300,QLearningCS,MountainCar-v0,0,300,[-0.58652914 -0.01704779],2,-1.0,False
301,QLearningCS,MountainCar-v0,0,301,[-0.60210776 -0.01557861],2,-1.0,False
302,QLearningCS,MountainCar-v0,0,302,[-0.616103   -0.01399523],2,-1.0,False
